Manufacturer,Regulatory Class,Vehicle Type,Model Year,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,.Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
Honda,All,All,1984,35.1759,29.94806,27.68333,33.27519,296.74706,321.02352,267.07582,2379.815,-,104.2604,84.3079,14.0604,0.808673,0.035362,35.90116,1,0,0,0.645,0,0.355,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.5,0
Honda,All,All,1985,33.77117,28.75468,26.57931,31.9508,309.06269,334.35782,278.14643,2432.427,-,103.9453,84.4769,14.0765,0.81319,0.03475,35.23408,0.983,0.017,0,0.629,0,0.371,0,0,0.918,-,0.082,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.5,0
Honda,All,All,1986,33.57911,28.4728,26.18179,31.78149,312.12245,339.43439,279.62815,2564.539,-,107.3959,89.8552,13.6089,0.827958,0.034652,36.71751,0.981,0.019,0,0.631,0,0.369,0,0,0.63,-,0.37,0,0,0,0,0,0,0,0,1,-,-,0,0.699,-,0,4.6,0
Honda,All,All,1987,32.83374,27.73391,25.36154,31.10657,320.438,350.41249,285.69524,2632.956,-,109.1795,92.9923,13.9494,0.840362,0.03479,36.68333,0.992,0.008,0,0.49,0,0.51,0,0,0.619,-,0.381,0,0,0,0,0,0,0,0,1,-,-,0,0.978,-,0,4.5,0
Honda,All,All,1988,31.78447,26.74169,24.37596,30.03442,332.32755,364.58048,295.89385,2769.748,-,114.5852,105.2522,13.1202,0.911555,0.037505,37.3366,0.995,0.005,0,0.478,0,0.522,0,0,0.346,-,0.429,0.225,0,0,0,0,0,0,0,1,-,-,0,0.986,-,0,4.5,0
Honda,All,All,1989,31.29346,26.2212,23.87283,29.40577,338.92423,372.26414,302.21957,2800.162,-,112.3115,110.2078,12.177,0.985962,0.039222,36.95756,0.959,0.041,0,0.463,0,0.537,0,0,0.26,-,0.48,0.26,0,0,0,0,0,0,0,1,-,-,0,0.988,-,0,4.4,0
Honda,All,All,1990,30.407,25.37107,23.1086,28.34866,350.28084,384.57544,313.48924,2884.394,-,119.186,121.2141,10.9125,1.020564,0.041765,36.86924,0.997,0.003,0,0.412,0,0.588,0,0,0.006,-,0.751,0.243,0,0,0,0,0,0,0,1,-,-,0,0.992,-,0,4.4,0
Honda,All,All,1991,30.32251,25.19746,22.8954,28.15978,352.69432,388.15663,315.59198,2913.081,-,122.4951,129.5877,10.7296,1.056035,0.043987,36.96805,0.996,0,0.004,0.386,0,0.614,0,0,0,-,0.743,0.257,0,0,0,0,0,0,0,1,-,-,0,0.99,-,0,4.3,0
Honda,All,All,1992,30.94502,25.68212,22.84181,29.43147,346.03842,389.06718,301.95571,3015.46,-,124.9138,135.356,10.3288,1.086854,0.044635,39.16877,0.998,0,0.002,0.352,0,0.648,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.975,-,0,4.4,0
Honda,All,All,1993,32.15785,26.53964,23.63964,30.24601,334.85759,375.9364,293.82384,2976.768,-,119.0564,124.7867,10.1409,1.060831,0.041806,39.83348,0.999,0,0.001,0.355,0,0.645,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.996,-,0,4.4,0
Honda,All,All,1994,31.49453,25.89959,23.00791,29.51751,343.1329,386.25847,301.07553,3084.142,-,122.8462,134.3903,9.7682,1.10705,0.043447,40.26616,0.979,0.02,0.001,0.363,0,0.637,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.984,-,0,4.4,0
Honda,All,All,1995,32.39962,26.50893,23.5106,30.17063,335.24557,377.99968,294.55801,3015.677,-,117.6194,130.8725,10.1117,1.123651,0.043249,40.2541,0.999,0,0.001,0.34,0,0.66,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.989,-,0,4.3,0
Honda,All,All,1996,30.98621,25.29815,22.29846,28.91595,351.29058,398.54762,307.33903,3105.716,-,126.7126,136.5856,10.4221,1.090178,0.04387,39.57939,0.962,0,0.038,0.261,0,0.738,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.999,-,0,4.3,0.001
Honda,All,All,1997,30.99048,25.15891,22.27992,28.49923,353.23471,398.87944,311.83302,3097.253,-,123.9134,133.7336,10.633,1.090938,0.04308,39.24954,0.9,0.076,0.024,0.236,0,0.757,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.2,0.007
Honda,All,All,1998,30.92419,25.03751,21.98008,28.56059,354.9474,404.32063,311.16306,3231.457,-,129.4463,144.3349,10.7485,1.124913,0.044396,40.65358,0.897,0.094,0.009,0.207,0,0.788,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.2,0.005
Honda,All,All,1999,29.5951,23.94213,20.82,27.52053,371.18662,426.84922,322.92259,3345.433,-,139.2019,156.3224,10.415,1.138848,0.046452,40.16313,0.879,0.108,0.012,0.165,0,0.832,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.2,0.002
Honda,All,All,2000,29.43664,23.75978,20.48939,27.47631,374.03541,433.73664,323.44231,3381.114,-,141.9394,158.9594,9.9228,1.141024,0.046794,40.22298,0.898,0.085,0.016,0.149,0,0.849,0,0,0,-,1,0,0,0,0,0,0,0,0.005,0.995,0,-,0,1,0.685,0,4.2,0.002
Honda,All,All,2001,29.85884,23.99532,20.62905,27.74287,370.36381,430.80036,320.33458,3427.72,-,145.0335,162.437,9.7143,1.135067,0.047116,41.31532,0.863,0.121,0.016,0.131,0,0.866,0.001,0,0,-,1,0,0,0,0,0,0,0,0.003,0.997,0,-,0,1,0.84,0,4.2,0.001
Honda,All,All,2002,29.78835,23.86664,20.40175,27.66755,372.36071,435.59994,321.20659,3461.625,-,149.2329,170.6167,9.5841,1.149471,0.048808,41.39338,0.858,0.131,0.011,0.125,0,0.873,0.001,0,0,-,1,0,0,0,0,0,0,0,0.002,0.998,0,-,0,1,0.964,0,4.4,0
Honda,All,All,2003,29.05023,23.2685,19.66867,27.20459,381.93273,451.83526,326.67282,3625.799,-,158.5979,185.8269,9.2313,1.16987,0.050719,42.52919,0.755,0.24,0.006,0.095,0,0.886,0.019,0,0,-,1,0,0,0,0,0,0,0,0.023,0.977,0,-,0,0.977,0.998,0,4.7,0
Honda,All,All,2004,28.94152,23.07746,19.51399,26.86586,385.0943,455.4168,330.79161,3633.458,-,157.771,187.008,9.2339,1.181631,0.050846,42.23506,0.733,0.262,0.006,0.094,0,0.892,0.014,0,0,-,1,0,0,0,0,0,0,0,0.017,0.983,0,-,0,0.983,0.994,0,4.7,0
Honda,All,All,2005,29.10815,23.13997,19.44246,27.01585,384.05405,457.09229,328.95502,3659.44,-,159.8431,193.3882,8.9952,1.199248,0.051989,42.68497,0.726,0.268,0.007,0.078,0,0.905,0.016,0,0,-,1,0,0,0,0,0,0,0,0.034,0.966,0,-,0,0.981,1,0,4.8,0
Honda,All,All,2006,28.91383,23.01173,19.28512,26.93874,386.19439,460.8216,329.89667,3734.866,-,162.8554,196.2365,8.9553,1.212572,0.052116,43.55038,0.743,0.253,0.004,0.071,0,0.908,0.021,0,0,-,1,0,0,0,0,0,0,0,0.024,0.976,0,-,0.133,0.979,1,0,5,0
Honda,All,All,2007,29.27909,23.27681,19.53408,27.20971,381.79625,454.94841,326.6113,3712.919,-,157.7922,192.5807,9.142,1.226186,0.051399,43.68788,0.769,0.228,0.003,0.067,0,0.914,0.02,0,0,-,1,0,0,0,0,0,0,0,0.022,0.978,0.015,-,0.124,0.98,1,0,5,0
Honda,All,All,2008,30.06852,23.87707,20.01595,27.94349,372.19805,443.99596,318.03471,3681.146,46.48482,155.1194,191.4198,9.1954,1.239741,0.051367,44.39376,0.771,0.227,0.002,0.064,0,0.915,0.021,0,0,0,1,0,0,0,0,0,0,0,0.021,0.979,0.014,-,0.132,0.979,1,0,5,0
Honda,All,All,2009,31.08835,24.62957,20.67564,28.7818,360.82644,429.82949,308.7715,3626.354,46.30168,150.4476,186.8664,9.0661,1.247837,0.050953,44.91561,0.797,0.203,0,0.046,0,0.937,0.017,0,0,0,1,0,0,0,0,0,0,0,0.017,0.983,0.008,-,0.176,0.983,1,0,5,0
Honda,All,All,2010,31.50047,24.92316,20.96027,29.0693,356.57523,423.99189,305.71706,3686.026,46.41016,153.5395,193.393,9.0069,1.265231,0.051833,46.25827,0.784,0.216,0,0.023,0,0.936,0.042,0,0,0,1,0,0,0,0,0,0,0,0.042,0.958,0.011,-,0.262,0.958,1,0,5,0
Honda,All,All,2011,30.3612,23.89925,20.24751,27.66299,371.84988,438.91523,321.25672,3847.969,47.36481,163.6458,201.1072,9.0262,1.235606,0.051648,46.22079,0.663,0.337,0,0.022,0,0.955,0.023,0,0,0,1,0,0,0,0,0,0,0.001,0.028,0.971,0.014,-,0.311,0.987,1,0,5.1,0
Honda,All,All,2012,33.66235,26.31626,22.1089,30.72754,337.69994,401.96484,289.2194,3644.774,46.80058,154.4778,192.0338,8.987,1.248888,0.052005,48.10915,0.786,0.214,0,0.028,0,0.957,0.015,0,0,0,1,0,0,0,0,0,0,0.002,0.015,0.982,0.006,0,0.238,0.988,1,0,5.1,0
Honda,All,All,2013,34.94044,27.19169,23.03568,31.47564,326.80338,385.77158,282.31859,3605.745,46.28336,152.5701,191.8328,8.8652,1.262839,0.052603,49.29412,0.766,0.234,0,0.031,0,0.752,0.014,0,0,0.208,0.792,0,0,0,0,0,0,0,0.015,0.985,0,0,0.238,0.988,1,0,4.9,0.202
Honda,All,All,2014,34.73672,26.97831,22.98418,31.04864,329.38077,386.62938,286.19323,3701.345,47.00553,159.16,201.0229,8.6109,1.26862,0.053923,50.32402,0.723,0.277,0,0.019,0,0.578,0.015,0,0,0.277,0.722,0,0,0,0,0.001,0,0.001,0.016,0.983,0,0,0.283,0.994,1,0,4.9,0.388
Honda,All,All,2015,37.0416,28.49802,24.48855,32.51397,311.84619,362.90431,273.32865,3639.161,46.46969,153.3627,194.0655,8.604,1.275855,0.052913,52.14547,0.749,0.251,0,0.031,0,0.298,0.015,0,0,0.538,0.462,0,0,0,0,0,0,0,0.015,0.985,0,0.007,0.274,0.997,1,0.042,4.9,0.657
Honda,All,All,2016,36.68789,28.19015,24.18575,32.21373,315.25196,367.44779,275.87615,3680.32,47.02018,155.4435,206.9042,8.3094,1.351983,0.055756,52.03094,0.691,0.309,0,0.006,0,0.325,0.001,0,0,0.651,0.349,0,0,0,0,0,0,0,0.001,0.999,0.062,0.041,0.278,1,1,0.107,5.3,0.668
Honda,All,All,2017,38.10599,29.40652,25.2364,33.59426,302.06608,352.01373,264.38628,3594.878,47.13898,143.0793,202.6645,8.1365,1.484327,0.055888,53.57258,0.698,0.302,0,0.023,0,0.283,0.02,0,0,0.711,0.288,0,0.001,0,0.001,0,0.001,0,0.022,0.977,0.264,0.05,0.264,0.999,0.999,0.105,5,0.674
Honda,All,All,2018,38.94731,29.98078,25.92487,33.9927,295.57726,341.76107,260.73684,3594.87,47.41127,127.0182,201.7212,8.0713,1.693467,0.055756,55.10531,0.689,0.311,0,0.029,0,0.26,0.011,0,0,0.782,0.218,0,0.001,0,0,0.015,0,0,0.012,0.973,0.517,0.046,0.214,0.999,0.999,0.17,5.7,0.701
Honda,All,All,2019,37.36063,28.88833,25.01626,32.70742,307.35857,354.92258,271.47694,3661.499,47.78924,133.8699,207.121,7.9992,1.63934,0.055947,53.78201,0.643,0.357,0,0.02,0,0.34,0.033,0,0,0.784,0.216,0,0,0,0,0.004,0,0,0.034,0.961,0.437,0.057,0.264,1,1,0.25,6,0.608
Honda,All,All,2020,39.19991,29.67262,26.12525,33.05894,299.41663,340.08441,268.73743,3623.897,47.27078,122.9014,198.1834,8.0946,1.696192,0.054291,54.67075,0.675,0.325,0,0.031,0,0.265,0.058,0,0,0.733,0.266,0,0.001,0,0,0.008,0.001,0,0.06,0.931,0.516,0.09,0.179,0.999,0.999,0.232,5.4,0.645
Hyundai,All,All,1975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1977,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hyundai,All,All,1986,34.88902,29.50005,27.94042,31.59155,301.25377,318.0697,281.3094,2500,-,90,68,15.9502,0.755556,0.0272,36.99151,1,0,0,0.746,0.254,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.3,0
Hyundai,All,All,1987,34.47259,28.99627,27.51796,30.90659,306.4877,322.95276,287.54387,2500,-,90,68,16.3799,0.755556,0.0272,36.37885,1,0,0,0.633,0,0.367,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,1,-,0,4.1,0
Hyundai,All,All,1988,34.2787,28.69215,27.22,30.537,309.73632,326.48791,291.02397,2500,-,90,68,16.6613,0.755556,0.0272,35.99538,1,0,0,0.595,0,0.405,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,1,-,0,4,0
Hyundai,All,All,1989,33.13194,27.75856,25.19046,31.26952,320.15354,352.79235,284.20646,2580.206,-,98.5018,74.7373,15.6288,0.757749,0.028719,35.96513,1,0,0,0.471,0,0.529,0,0,0.84,-,0.16,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,3.9,0
Hyundai,All,All,1990,33.08174,27.56661,25.1528,30.72724,322.38278,353.32048,289.22222,2635.614,-,103.4749,89.0456,12.9423,0.873297,0.033536,36.50942,1,0,0,0.421,0.06,0.519,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.2,0
Hyundai,All,All,1991,32.65338,27.11118,24.58057,30.38404,327.7984,361.54572,292.48906,2631.509,-,102.7768,88.8602,13.1328,0.876933,0.033494,35.80151,1,0,0,0.391,0.078,0.532,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.2,0
Hyundai,All,All,1992,31.05229,25.74401,23.01932,29.29251,345.20647,386.06694,303.38811,2776.065,-,101.7704,99.0156,12.3653,0.982089,0.035324,35.77556,1,0,0,0.364,0.084,0.552,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.247,-,0,4.2,0
Hyundai,All,All,1993,31.04938,25.60753,22.98708,28.89283,347.04629,386.60842,307.58501,2790.266,-,105.4315,104.1224,11.2526,0.990777,0.036977,35.76259,1,0,0,0.337,0.07,0.593,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.526,-,0,4.2,0
Hyundai,All,All,1994,32.69866,26.88995,23.76952,30.84187,330.49525,373.88213,288.14728,2665.798,-,98.2046,98.0132,11.2774,0.991542,0.036457,35.9733,1,0,0,0.408,0.011,0.582,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.989,-,0,4.4,0
Hyundai,All,All,1995,30.88201,25.35978,22.08538,29.54204,350.4368,402.39284,300.82551,2812.677,-,110.0741,112.0656,11.1502,1.03121,0.039586,35.89429,1,0,0,0.298,0,0.702,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.899,-,0,4.3,0
Hyundai,All,All,1996,32.69591,26.78697,23.04053,31.57838,331.76579,385.71158,281.42672,2720.394,-,102.2432,108.7869,11.4277,1.060937,0.039667,36.48103,1,0,0,0.286,0,0.714,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.977,-,0,4.3,0
Hyundai,All,All,1997,31.0113,25.35033,21.75128,29.85114,350.56746,408.57359,297.71057,2820.059,-,108.3174,115.9358,11.0817,1.076199,0.040875,35.85616,1,0,0,0.275,0,0.725,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.948,-,0,4.3,0
Hyundai,All,All,1998,30.59201,24.89044,21.42432,29.07301,357.04476,414.80892,305.67867,2830.568,-,108.4255,114.6055,11.5777,1.057924,0.040203,35.33917,1,0,0,0.225,0,0.775,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,0.964,-,0,4.2,0
Hyundai,All,All,1999,30.4616,24.8014,20.9115,29.58855,358.3265,424.98154,300.35265,2948.388,-,117.6825,126.3107,11.0382,1.066097,0.042388,36.53639,1,0,0,0.247,0,0.753,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.2,0
Hyundai,All,All,2000,29.98799,24.35841,20.42714,29.11873,364.84315,435.0585,305.19875,3024.411,-,119.6438,129.7427,10.5466,1.080026,0.042606,36.84423,1,0,0,0.187,0,0.813,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.565,0,4.2,0
Hyundai,All,All,2001,29.87678,24.13301,20.34362,28.54099,368.25082,436.84457,311.37672,3217.944,-,128.6019,137.341,10.2853,1.071437,0.042556,38.74172,0.929,0.071,0,0.189,0,0.811,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.398,0,4.3,0
Hyundai,All,All,2002,29.24998,23.55728,19.81794,27.80561,377.25061,448.43214,319.61173,3290.646,-,134.8189,141.9282,10.4268,1.059572,0.04293,38.69596,0.907,0.093,0,0.129,0,0.871,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.303,0,4.2,0
Hyundai,All,All,2003,28.46002,22.83292,19.25548,26.76465,389.2187,461.53095,332.04247,3365.068,-,141.2239,148.0652,10.1367,1.056372,0.043905,38.47469,0.88,0.12,0,0.13,0,0.87,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.344,0,4.2,0
Hyundai,All,All,2004,27.46602,21.99775,18.48668,25.77909,403.99589,480.72462,344.7368,3478.766,-,150.222,154.8353,10.052,1.042533,0.044415,38.35498,0.888,0.112,0,0.092,0,0.908,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.262,0,4.3,0
Hyundai,All,All,2005,28.23362,22.46163,18.92782,26.14382,395.65245,469.52059,339.92736,3417.481,-,144.2717,152.0281,10.0311,1.065161,0.044345,38.38969,0.916,0.084,0,0.091,0,0.909,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.321,0,4.2,0
Hyundai,All,All,2006,28.71233,22.91185,19.0588,27.03502,387.87781,466.29386,328.72184,3612.333,-,162.3835,182.9597,9.2571,1.126177,0.050094,41.38379,0.968,0.032,0,0.056,0,0.944,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.719,0,4.4,0
Hyundai,All,All,2007,29.23428,23.20406,19.58174,26.96734,382.99332,453.84113,329.54672,3647.317,-,159.8738,183.4354,9.4786,1.143864,0.049623,42.35922,0.889,0.111,0,0.056,0,0.944,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.316,0,4.4,0
Hyundai,All,All,2008,30.8784,24.43355,20.62032,28.39479,363.72112,430.98274,312.97991,3486.023,44.71545,147.8174,168.458,9.8305,1.137592,0.047671,42.57308,0.904,0.096,0,0.061,0,0.939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.412,0,4.3,0
Hyundai,All,All,2009,31.6514,25.05507,21.01698,29.30224,354.69873,422.84864,303.28738,3519.95,45.1343,150.9456,178.9776,9.2517,1.177835,0.050023,44.09285,0.882,0.07,0.047,0.046,0,0.954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.892,0,4.6,0
Hyundai,All,All,2010,34.41097,27.00315,22.92232,31.19236,329.10972,387.7007,284.90952,3342.67,45.11501,140.2588,167.3887,9.4868,1.183435,0.04931,45.08957,0.852,0.075,0.073,0.052,0,0.948,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.024,-,0,1,1,0,4.8,0
Hyundai,All,All,2011,34.70864,26.89448,22.3078,31.83186,330.43958,398.38081,279.18566,3495.171,46.97088,146.6692,196.9701,8.3969,1.350899,0.055841,47.25346,0.864,0.081,0.055,0.022,0.02,0.958,0,0,0,0.488,0.512,0,0,0,0,0,0,0,0.02,0.98,0.057,-,0,1,1,0,5.8,0
Hyundai,All,All,2012,35.82643,28.04818,23.68695,32.57239,316.84767,375.1855,272.83843,3384.157,46.22879,138.4186,189.0855,8.471,1.375192,0.05515,47.82393,0.862,0.074,0.065,0.035,0.035,0.929,0,0,0,0.509,0.491,0,0,0,0,0,0,0,0.035,0.965,0.055,0,0,1,1,0.05,6,0
Hyundai,All,All,2013,36.98678,28.98618,24.45088,33.70205,306.5944,363.46345,263.69318,3313.046,46.16583,129.3664,183.5964,8.4663,1.424283,0.054774,48.29861,0.896,0.056,0.048,0.034,0.023,0.943,0,0,0,0.537,0.463,0,0,0,0,0,0,0,0.023,0.977,0.088,0,0,1,1,0.042,6.1,0
Hyundai,All,All,2014,35.05464,27.21862,23.07408,31.48489,326.50441,385.15084,282.26236,3389.512,46.23398,133.0174,186.3991,8.5057,1.409587,0.054452,46.46019,0.869,0.101,0.03,0.032,0.021,0.947,0,0,0,0.761,0.239,0,0,0,0,0,0,0,0.021,0.979,0.09,0,0,1,1,0.026,6.1,0
Hyundai,All,All,2015,35.3019,27.45149,23.13965,31.94159,323.71495,384.03936,278.20707,3479.651,47.18093,140.3587,190.7713,8.4508,1.368828,0.054113,48.18197,0.838,0.106,0.056,0.015,0.053,0.932,0,0,0,0.776,0.224,0,0,0,0,0,0,0,0.027,0.973,0.083,0,0,1,1,0.082,6.2,0
Hyundai,All,All,2016,37.34807,28.75555,24.58074,32.98129,308.95447,361.41096,269.38203,3376.391,46.34409,126.4847,174.3861,8.7691,1.393294,0.05137,48.99052,0.861,0.117,0.022,0.022,0.138,0.84,0,0,0,0.762,0.238,0,0,0,0,0.002,0,0,0.028,0.97,0.117,0,0,1,1,0.109,6.1,0
Hyundai,All,All,2017,36.65178,28.56702,24.39543,32.79793,310.96355,364.13169,270.85424,3457.585,46.49965,131.7008,176.3049,8.8767,1.345755,0.050629,50.19267,0.813,0.175,0.012,0.008,0.116,0.877,0,0,0,0.704,0.295,0,0.001,0,0.001,0.002,0,0,0.027,0.971,0.109,0,0,0.999,0.999,0.091,6.1,0
Hyundai,All,All,2018,36.66343,28.55494,24.51514,32.60863,311.13986,362.40403,272.46688,3469.591,46.60752,131.7966,175.2644,8.932,1.336794,0.050174,50.30987,0.781,0.202,0.017,0.007,0.097,0.896,0,0,0,0.693,0.306,0,0,0,0,0.002,0,0,0.018,0.98,0.124,0,0,1,1,0.115,6.2,0
Hyundai,All,All,2019,36.81175,28.51925,24.83897,32.10809,310.59654,356.70752,275.81106,3494.087,46.64418,131.7431,173.8821,8.9042,1.323047,0.049497,52.28461,0.723,0.256,0.021,0.01,0.083,0.907,0,0,0,0.783,0.208,0,0.009,0,0.009,0.009,0,0,0.032,0.951,0.107,0.188,0,0.991,0.991,0.252,6.4,0
Hyundai,All,All,2020,37.84023,28.89484,25.20169,32.48621,306.46642,351.56947,272.44131,3527.326,47.41913,134.4649,178.366,8.7068,1.33904,0.050097,53.60532,0.733,0.242,0.025,0.011,0.1,0.588,0,0,0,0.618,0.37,0,0.012,0,0.011,0.004,0.001,0,0.035,0.949,0.151,0.223,0,0.988,0.988,0.421,7,0.301
Kia,All,All,1975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1977,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kia,All,All,1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
